id,temperature_c,humidity_pct,wind_speed_kmh,rainfall_last_day_mm,people_displaced,fire_last_year,fire_last_5_years,fire_ever,fire_occurred,trees_burned
411,12.3,80.4,13.1,22.1,0,No,No,No,No,NA
412,15.9,72.8,33.9,18.31,0,No,Yes,Yes,No,NA
413,29.7,36.1,41.0,2.02,0,No,No,No,No,NA
414,38.0,33.2,68.2,1.3,0,No,No,Yes,No,NA
415,8.8,74.4,18.7,11.54,0,No,No,No,No,NA
416,22.4,30.6,30.6,0.48,0,No,Yes,Yes,No,NA
417,34.0,13.5,33.1,0.47,414,No,No,Yes,Yes,1580
418,25.3,54.1,33.2,6.4,128,No,Yes,Yes,Yes,600
419,32.8,25.1,81.8,1.0,1227,No,No,Yes,Yes,94
420,29.0,24.9,26.6,3.54,15,No,No,Yes,Yes,145
421,20.2,69.4,34.1,12.8,0,No,No,No,No,NA
422,9.2,72.1,6.9,39.01,0,No,No,No,No,NA
423,27.1,32.6,30.7,1.37,0,No,No,Yes,No,NA
424,29.1,43.8,49.9,0.46,0,Yes,Yes,Yes,No,NA
425,37.3,21.5,63.7,0.26,1017,No,No,Yes,Yes,1034
426,18.8,34.9,26.8,3.39,129,Yes,Yes,Yes,Yes,770
427,26.3,38.2,39.0,1.6,93,No,Yes,Yes,Yes,1632
428,29.6,35.2,45.6,1.56,206,No,Yes,Yes,Yes,731
429,22.1,53.1,44.8,1.57,267,No,No,Yes,Yes,193
430,43.1,23.9,89.7,0.23,718,Yes,Yes,Yes,Yes,1155
431,21.7,60.9,12.1,3.26,0,No,No,No,No,NA
432,26.2,41.1,35.4,4.74,0,No,No,No,No,NA
433,23.9,31.3,51.4,2.14,0,No,Yes,Yes,No,NA
434,28.8,44.3,27.6,2.79,0,No,No,Yes,No,NA
435,41.2,12.8,82.3,0.26,81,Yes,Yes,Yes,Yes,205
436,30.5,29.3,21.5,0.78,0,No,No,No,No,NA
437,18.7,60.6,24.3,15.2,0,No,No,No,No,NA
438,12.9,69.1,10.3,8.26,0,No,No,No,No,NA
439,22.6,58.5,9.0,12.19,0,No,No,No,No,NA
440,22.4,67.1,14.0,5.94,0,Yes,Yes,Yes,No,NA
441,11.7,89.8,12.8,37.13,0,No,No,No,No,NA
442,21.0,54.4,37.2,2.55,0,No,No,No,No,NA
443,20.1,33.1,39.6,2.61,0,No,No,No,No,NA
444,32.7,29.5,36.2,2.45,490,No,No,Yes,Yes,915
445,6.0,86.1,9.2,11.54,0,No,No,No,No,NA
446,31.6,28.3,36.5,0.23,0,No,Yes,Yes,No,NA
447,22.2,25.9,42.9,0.48,0,Yes,Yes,Yes,No,NA
448,42.0,20.3,74.3,0.97,773,No,No,Yes,Yes,7613
449,29.9,37.3,31.8,3.32,0,No,No,No,No,NA
450,21.2,67.8,9.2,14.34,0,No,No,No,No,NA
451,27.3,27.7,25.4,0.4,0,No,No,No,No,NA
452,31.1,37.1,27.1,2.7,0,No,No,No,No,NA
453,17.0,62.9,24.5,5.87,0,No,No,No,No,NA
454,27.7,32.4,21.7,1.59,268,No,No,Yes,Yes,834
455,19.2,22.7,44.1,0.93,0,No,No,Yes,No,NA
456,24.8,25.1,49.7,0.02,0,No,No,No,No,NA
457,29.2,38.8,32.6,1.09,136,No,No,Yes,Yes,646
458,42.9,17.9,62.2,0.55,1484,No,Yes,Yes,Yes,5116
459,30.1,42.1,46.4,2.24,166,No,No,Yes,Yes,266
460,18.1,77.1,11.6,11.56,0,No,No,No,No,NA
461,19.7,70.0,7.2,6.74,0,No,No,No,No,NA
462,32.2,33.0,46.2,0.86,0,No,No,Yes,No,NA
463,21.4,66.0,10.0,13.82,0,No,No,No,No,NA
464,42.2,16.7,71.9,0.31,422,No,Yes,Yes,Yes,3768
465,26.5,29.0,20.6,2.11,0,No,No,No,No,NA
466,21.2,68.7,38.9,9.08,0,No,No,No,No,NA
467,28.3,30.2,36.3,0.32,773,No,Yes,Yes,Yes,2703
468,21.0,28.9,40.1,1.93,376,No,Yes,Yes,Yes,1828
469,30.9,22.7,109.7,0.68,820,No,Yes,Yes,Yes,1694
470,29.0,35.0,37.1,1.11,735,Yes,Yes,Yes,Yes,755
471,11.5,75.0,19.7,35.55,0,No,No,No,No,NA
472,15.9,78.9,20.6,9.2,0,No,No,No,No,NA
473,35.4,30.3,61.7,0.08,1797,No,No,Yes,Yes,3609
474,30.2,30.3,60.4,0.8,0,No,Yes,Yes,No,NA
475,12.3,68.7,35.8,20.07,0,No,No,No,No,NA
476,16.6,77.2,10.4,7.64,0,No,No,No,No,NA
477,28.3,23.7,35.5,1.08,0,No,Yes,Yes,No,NA
478,29.7,32.4,54.2,0.84,104,No,Yes,Yes,Yes,397
479,31.4,28.9,52.0,2.22,0,Yes,Yes,Yes,No,NA
480,17.3,67.9,24.6,8.52,0,Yes,Yes,Yes,No,NA
481,15.6,81.9,17.6,20.74,0,No,No,No,No,NA
482,17.6,80.3,20.3,12.06,0,No,No,No,No,NA
483,20.4,31.5,51.0,0.7,0,No,No,Yes,No,NA
484,37.3,23.9,43.1,1.23,726,No,No,Yes,Yes,3764
485,24.9,37.0,27.9,0.65,80,Yes,Yes,Yes,Yes,421
486,27.5,45.4,30.8,1.75,0,Yes,Yes,Yes,No,NA
487,27.1,27.9,24.8,1.87,47,No,Yes,Yes,Yes,1232
488,31.5,37.7,35.5,0.49,20,No,No,Yes,Yes,400
489,28.6,44.3,45.5,7.51,0,No,No,Yes,No,NA
490,13.8,74.9,28.9,16.99,0,No,No,No,No,NA
491,15.1,68.7,26.2,20.7,0,No,No,No,No,NA
492,32.0,10.2,81.4,0.76,802,No,Yes,Yes,Yes,4836
493,30.8,36.9,51.9,1.64,705,No,No,Yes,Yes,940
494,24.4,26.6,45.0,1.55,0,No,No,No,No,NA
495,33.7,24.9,98.5,0.41,640,Yes,Yes,Yes,Yes,5504
496,9.2,73.8,24.4,5.77,0,No,No,No,No,NA
497,22.2,73.2,10.8,4.71,0,No,No,No,No,NA
498,40.2,20.0,72.3,0.7,750,No,Yes,Yes,Yes,758
499,16.9,76.0,25.4,16.91,0,No,No,No,No,NA
500,10.0,94.4,9.9,39.81,0,No,No,No,No,NA
501,30.2,39.6,43.6,1.36,159,No,Yes,Yes,Yes,169
502,32.6,27.8,101.8,0.22,119,No,No,Yes,Yes,1427
503,5.1,71.0,20.7,21.63,0,No,No,No,No,NA
504,27.5,30.0,54.3,0.68,0,No,No,No,No,NA
505,32.8,19.0,72.1,0.4,1025,No,Yes,Yes,Yes,5994
506,5.3,79.4,19.5,13.77,0,No,No,No,No,NA
507,14.9,77.4,15.7,7.11,0,No,No,No,No,NA
508,41.3,22.0,101.6,0.16,1946,No,Yes,Yes,Yes,5093
509,23.8,70.5,14.1,13.16,0,No,No,Yes,No,NA
510,24.1,38.7,50.6,0.46,46,Yes,Yes,Yes,Yes,269
511,23.7,60.1,17.1,3.78,0,No,No,No,No,NA
512,34.3,29.0,50.2,0.73,131,No,Yes,Yes,Yes,777
513,36.7,20.6,83.4,0.41,239,No,Yes,Yes,Yes,5009
514,17.5,72.4,19.5,23.61,0,No,No,No,No,NA
515,12.4,93.7,16.2,24.53,0,No,No,No,No,NA
516,22.3,29.2,51.6,3.53,545,No,Yes,Yes,Yes,495
517,29.0,46.0,49.9,6.84,0,No,No,No,No,NA
518,26.1,46.3,22.5,6.24,0,No,No,Yes,No,NA
519,39.5,15.0,41.4,0.57,142,No,Yes,Yes,Yes,71
520,41.9,20.2,84.2,0.57,273,Yes,Yes,Yes,Yes,3356
521,31.2,18.0,105.1,0.73,1618,No,No,Yes,Yes,1998
522,31.0,26.0,56.5,1.15,709,No,Yes,Yes,Yes,1901
523,14.7,91.2,23.6,27.19,0,No,No,No,No,NA
524,12.4,73.5,14.5,14.05,0,No,No,Yes,No,NA
525,32.7,40.1,43.0,0.27,452,No,No,Yes,Yes,310
526,16.0,62.1,25.1,20.02,0,No,No,No,No,NA
527,14.0,69.9,27.1,15.35,0,No,No,No,No,NA
528,5.9,89.4,11.5,37.34,0,No,No,No,No,NA
529,26.0,28.8,33.8,1.97,0,No,Yes,Yes,No,NA
530,35.5,23.8,77.0,0.47,476,No,Yes,Yes,Yes,728
531,23.7,75.5,5.3,14.49,0,No,No,No,No,NA
532,36.3,20.6,42.7,0.27,469,No,Yes,Yes,Yes,4567
533,12.4,64.3,18.5,20.36,0,No,No,Yes,No,NA
534,32.9,19.2,69.8,0.46,1400,Yes,Yes,Yes,Yes,4293
535,34.0,29.7,49.9,0.18,66,No,No,Yes,Yes,2551
536,34.3,17.9,59.4,0.35,1031,No,No,Yes,Yes,1909
537,41.4,27.8,98.9,0.03,150,Yes,Yes,Yes,Yes,9555
538,28.5,33.7,41.7,2.29,0,No,No,Yes,No,NA
539,34.5,19.1,45.5,1.08,0,No,No,No,No,NA
540,39.0,28.0,104.6,0.43,47,No,No,Yes,Yes,6309
541,21.5,63.0,19.5,22.35,0,No,No,No,No,NA
542,32.6,31.1,49.8,2.47,0,No,No,No,No,NA
543,22.8,57.7,9.6,15.72,0,No,No,No,No,NA
544,25.3,31.9,34.2,0.1,271,No,No,Yes,Yes,347
545,23.5,67.3,8.4,5.48,29,No,No,Yes,Yes,10
546,14.9,71.7,23.5,39.5,0,No,No,No,No,NA
547,28.7,52.8,30.0,6.32,0,No,No,No,No,NA
548,23.9,53.8,35.0,4.52,0,No,No,No,No,NA
549,38.8,15.7,79.6,0.02,0,No,Yes,Yes,No,NA
550,15.9,79.1,38.9,7.18,0,No,No,No,No,NA
551,36.0,18.4,86.8,0.05,340,No,Yes,Yes,Yes,4445
552,13.4,70.3,23.5,6.94,0,No,No,No,No,NA
553,16.5,72.3,11.5,27.7,0,No,No,No,No,NA
554,25.9,34.1,51.7,0.17,0,No,No,No,No,NA
555,18.1,64.0,26.5,3.97,0,No,No,No,No,NA
556,16.6,58.6,24.2,2.92,0,No,No,No,No,NA
557,31.5,18.6,75.9,1.92,1187,No,No,Yes,Yes,95
558,28.6,24.8,48.6,1.9,0,No,No,Yes,No,NA
559,16.5,77.0,17.6,33.7,0,No,No,No,No,NA
560,40.5,8.6,81.2,0.33,545,No,Yes,Yes,Yes,434
561,25.9,34.0,47.9,2.25,0,No,No,No,No,NA
562,29.3,36.9,25.5,3.26,0,No,Yes,Yes,No,NA
563,36.1,12.4,101.6,0.33,2521,Yes,Yes,Yes,Yes,656
564,29.8,33.8,66.7,1.97,701,No,No,Yes,Yes,1312
565,21.1,67.4,23.2,10.96,0,No,No,No,No,NA
566,14.2,94.5,5.0,5.84,0,No,No,No,No,NA
567,15.4,95.0,13.3,16.68,0,No,No,No,No,NA
568,40.3,19.7,45.3,0.03,500,No,Yes,Yes,Yes,417
569,42.8,11.3,80.0,0.46,1833,Yes,Yes,Yes,Yes,752
570,24.6,51.3,47.5,0.92,0,No,No,No,No,NA
571,25.6,35.4,35.2,2.99,0,No,No,No,No,NA
572,34.7,25.6,21.6,1.97,0,No,No,No,No,NA
573,25.3,23.7,29.7,3.13,66,No,No,Yes,Yes,896
574,24.5,54.0,22.6,2.77,4,No,No,Yes,Yes,899
575,38.9,18.1,53.6,0.97,0,No,Yes,Yes,No,NA
576,33.2,38.8,53.8,0.27,0,No,No,Yes,No,NA
577,13.2,67.8,11.3,21.66,0,No,No,No,No,NA
578,33.3,21.0,74.7,0.01,454,No,No,Yes,Yes,813
579,36.1,20.5,46.3,0.23,0,No,Yes,Yes,No,NA
580,15.2,63.5,31.1,9.23,0,No,No,Yes,No,NA
581,25.4,36.0,16.0,7.27,221,Yes,Yes,Yes,Yes,387
582,35.4,21.2,72.7,1.43,329,No,Yes,Yes,Yes,4459
583,29.2,21.2,65.8,1.53,215,No,No,Yes,Yes,996
584,22.0,71.6,24.7,17.88,0,No,Yes,Yes,No,NA
585,38.1,20.6,53.9,1.15,52,No,Yes,Yes,Yes,583
586,32.8,23.3,64.8,1.1,0,No,Yes,Yes,No,NA
587,23.2,39.6,47.7,1.37,0,No,No,Yes,No,NA
588,28.0,22.3,48.8,1.3,657,Yes,Yes,Yes,Yes,1468
589,25.6,37.9,22.5,0.65,162,No,Yes,Yes,Yes,1149
590,35.1,21.6,61.7,0.68,1098,No,Yes,Yes,Yes,2423
591,29.9,46.7,36.4,4.33,0,No,No,No,No,NA
592,36.8,17.3,33.2,0.35,423,No,Yes,Yes,Yes,1809
593,27.1,43.1,30.2,2.08,84,No,Yes,Yes,Yes,991
594,16.3,56.8,5.4,14.98,0,No,No,No,No,NA
595,15.8,71.1,15.4,10.21,0,No,No,No,No,NA
596,28.9,34.1,37.0,2.46,555,No,Yes,Yes,Yes,24
597,35.3,20.9,72.0,0.98,298,No,No,Yes,Yes,696
598,21.8,84.6,33.4,13.23,0,No,No,No,No,NA
599,27.5,32.6,53.2,1.34,0,No,No,No,No,NA
600,21.7,21.1,38.7,3.11,0,No,No,No,No,NA
601,34.9,21.6,54.1,1.96,458,No,Yes,Yes,Yes,2056
602,34.9,26.5,66.3,0.58,0,Yes,Yes,Yes,No,NA
603,33.5,25.6,26.6,0.56,0,Yes,Yes,Yes,No,NA
604,26.9,33.2,39.8,0.7,0,No,Yes,Yes,No,NA
605,36.5,9.4,38.7,0.47,544,No,Yes,Yes,Yes,2050
606,12.5,91.0,6.1,14.25,0,No,No,No,No,NA
607,32.8,21.0,69.8,1.5,28,No,Yes,Yes,Yes,1500
608,32.6,21.3,61.2,1.91,422,No,Yes,Yes,Yes,4553
609,33.5,12.0,89.3,0.39,262,No,No,Yes,Yes,6491
610,18.1,55.3,5.2,3.22,0,No,No,No,No,NA
611,32.2,29.5,50.1,0.07,125,No,Yes,Yes,Yes,2035
612,25.9,32.1,38.8,1.53,0,No,No,No,No,NA
613,24.0,72.4,11.3,10.41,0,No,No,No,No,NA
614,40.0,23.8,90.1,0.77,1610,No,No,Yes,Yes,1107
615,42.4,15.3,76.4,0.49,459,No,No,Yes,Yes,1497
616,13.0,72.7,13.8,14.06,0,No,No,No,No,NA
617,40.1,10.4,79.9,0.65,6,No,Yes,Yes,Yes,1074
618,33.7,23.1,69.1,1.62,176,No,Yes,Yes,Yes,5005
619,23.3,41.1,16.9,7.98,0,No,No,No,No,NA
620,20.8,44.2,41.8,5.36,415,No,Yes,Yes,Yes,352
621,24.9,52.7,30.3,1.92,275,No,Yes,Yes,Yes,226
622,34.4,31.7,58.0,1.99,1112,No,Yes,Yes,Yes,104
623,39.3,32.4,61.5,1.48,1388,No,Yes,Yes,Yes,1028
624,14.1,73.3,8.4,6.75,0,No,No,No,No,NA
625,35.3,31.7,42.6,1.63,438,No,Yes,Yes,Yes,134
626,25.6,44.5,43.0,0.41,0,No,No,No,No,NA
627,39.7,13.7,37.2,0.07,72,No,No,Yes,Yes,1986
628,32.9,32.6,38.8,0.32,0,No,Yes,Yes,No,NA
629,28.6,28.3,57.3,3.09,0,No,No,Yes,No,NA
630,16.5,66.0,15.2,18.22,0,No,No,No,No,NA
631,29.4,32.5,56.3,1.39,466,Yes,Yes,Yes,Yes,927
632,17.1,71.6,28.8,7.58,0,No,No,No,No,NA
633,21.9,79.2,16.9,5.17,0,No,No,Yes,No,NA
634,32.7,15.0,87.0,0.89,54,Yes,Yes,Yes,Yes,2330
635,34.0,34.4,49.6,0.65,53,No,No,Yes,Yes,1469
636,31.6,32.5,28.8,1.41,0,No,No,No,No,NA
637,17.2,70.2,9.5,8.72,0,No,No,No,No,NA
638,29.8,39.0,19.5,5.69,163,No,Yes,Yes,Yes,299
639,19.9,35.9,63.1,3.62,0,No,No,No,No,NA
640,6.1,91.4,14.8,39.85,0,No,No,No,No,NA
641,30.2,18.6,102.4,0.25,1431,No,Yes,Yes,Yes,10804
642,32.5,16.0,76.1,0.02,422,No,Yes,Yes,Yes,4879
643,41.0,14.9,43.1,0.18,169,No,No,Yes,Yes,109
644,27.0,20.5,43.2,3.09,0,No,No,No,No,NA
645,26.3,49.1,15.0,5.2,0,No,No,No,No,NA
646,12.3,70.6,18.1,23.81,0,No,No,No,No,NA
647,31.2,26.7,66.6,1.03,0,No,Yes,Yes,No,NA
648,35.4,22.3,47.0,1.12,53,No,No,Yes,Yes,1285
649,36.8,30.0,74.8,1.41,0,No,No,No,No,NA
650,23.5,40.3,38.8,2.58,397,No,Yes,Yes,Yes,477
651,21.0,71.3,21.0,17.81,0,No,No,No,No,NA
652,26.9,37.7,24.4,0.78,10,No,No,Yes,Yes,59
653,23.7,68.0,20.7,7.28,0,No,No,No,No,NA
654,19.7,65.5,23.4,2.39,0,No,No,Yes,No,NA
655,18.4,70.3,20.3,17.21,0,No,No,No,No,NA
656,20.4,71.1,19.1,5.9,0,No,No,No,No,NA
657,32.9,17.4,67.3,0.85,270,No,Yes,Yes,Yes,2038
658,23.4,72.3,21.7,4.76,0,Yes,Yes,Yes,No,NA
659,34.8,14.1,92.4,0.67,0,No,Yes,Yes,No,NA
660,15.0,83.0,22.1,13.99,0,No,No,No,No,NA
661,21.6,54.4,34.1,4.31,0,No,No,No,No,NA
662,42.6,25.1,109.6,0.67,285,No,No,Yes,Yes,7884
663,33.8,17.4,48.5,0.2,265,Yes,Yes,Yes,Yes,283
664,32.5,11.7,101.0,0.68,1355,No,No,Yes,Yes,3446
665,43.8,14.1,38.9,0.43,169,Yes,Yes,Yes,Yes,2470
666,36.9,23.3,57.7,0.33,0,No,No,No,No,NA
667,23.5,36.7,23.4,0.62,0,No,No,No,No,NA
668,20.7,54.2,41.5,1.16,0,No,No,No,No,NA
669,23.9,34.2,42.7,2.74,252,No,No,Yes,Yes,588
670,21.6,31.2,43.5,0.11,571,No,Yes,Yes,Yes,1581
671,24.0,43.1,45.8,0.09,0,No,No,No,No,NA
672,31.0,27.2,44.0,0.87,411,No,No,Yes,Yes,4051
673,43.0,10.8,33.5,0.16,632,Yes,Yes,Yes,Yes,969
674,33.8,22.8,54.6,0.19,220,No,No,Yes,Yes,1556
675,33.5,24.0,71.8,0.53,1050,Yes,Yes,Yes,Yes,2102
676,16.0,58.9,10.5,5.39,0,No,No,No,No,NA
677,20.5,77.8,31.1,20.66,0,No,No,No,No,NA
678,33.2,38.5,44.0,0.62,355,No,No,Yes,Yes,2707
679,30.4,26.3,63.3,0.86,1163,Yes,Yes,Yes,Yes,284
680,25.2,29.7,41.6,0.39,43,No,No,Yes,Yes,1279
681,38.7,25.1,96.9,0.92,326,No,No,Yes,Yes,1316
682,42.3,17.0,59.6,0.5,9,No,Yes,Yes,Yes,713
683,17.5,74.3,20.1,5.15,0,No,No,No,No,NA
684,20.5,71.9,30.9,7.07,0,No,No,No,No,NA
685,29.8,43.5,33.0,3.56,0,No,No,No,No,NA
686,29.3,17.7,70.5,1.41,482,Yes,Yes,Yes,Yes,455
687,30.7,23.1,79.4,0.86,0,No,No,No,No,NA
688,39.3,22.3,40.5,1.35,514,No,Yes,Yes,Yes,1379
689,32.4,37.8,28.4,0.73,183,No,Yes,Yes,Yes,479
690,25.1,35.1,57.0,3.77,106,No,No,Yes,Yes,4238
691,29.3,20.0,59.9,1.26,791,Yes,Yes,Yes,Yes,372
692,21.5,47.4,18.4,1.07,0,No,No,No,No,NA
693,30.4,28.2,59.6,0.52,26,No,No,Yes,Yes,3336
694,28.8,26.3,38.8,0.92,82,No,Yes,Yes,Yes,952
695,27.4,27.2,47.0,1.98,0,No,No,No,No,NA
696,34.7,18.1,42.2,0.53,65,No,Yes,Yes,Yes,2067
697,23.4,63.7,23.6,2.48,0,No,No,No,No,NA
698,29.3,39.8,40.6,0.11,107,Yes,Yes,Yes,Yes,236
699,15.2,63.2,16.5,17.54,0,No,No,No,No,NA
700,30.3,19.4,51.3,0.32,194,Yes,Yes,Yes,Yes,2288
701,21.7,41.0,48.9,2.01,0,No,No,No,No,NA
702,33.4,30.7,34.4,0.1,0,No,Yes,Yes,No,NA
703,32.2,31.6,49.6,0.55,0,No,No,No,No,NA
704,24.3,40.9,46.1,0.91,0,No,No,No,No,NA
705,15.1,70.4,17.5,14.34,0,No,No,No,No,NA
706,40.2,16.8,41.2,0.25,1077,No,No,Yes,Yes,2827
707,32.3,39.5,22.4,0.6,0,No,No,Yes,No,NA
708,41.0,18.2,101.6,0.91,569,No,No,Yes,Yes,2075
709,10.3,72.8,8.8,13.6,0,No,No,No,No,NA
710,21.9,70.6,37.2,7.44,0,No,No,Yes,No,NA
711,38.6,13.5,101.2,0.96,3998,No,Yes,Yes,Yes,1008
712,31.9,38.4,55.4,1.19,0,No,No,No,No,NA
713,6.5,88.4,23.7,23.27,0,No,No,No,No,NA
714,14.5,82.1,17.1,5.69,0,No,No,No,No,NA
715,26.8,36.1,54.8,3.74,68,Yes,Yes,Yes,Yes,702
716,15.7,83.7,19.5,12.32,0,No,No,No,No,NA
717,18.6,72.9,25.5,2.38,0,No,No,No,No,NA
718,41.0,21.4,44.4,0.28,229,No,No,Yes,Yes,2178
719,32.7,33.2,55.7,1.96,1503,No,Yes,Yes,Yes,574
720,28.8,50.3,29.2,0.75,0,No,No,No,No,NA
721,33.7,23.3,73.6,1.43,0,No,No,No,No,NA
722,22.0,67.7,13.8,12.84,0,No,No,No,No,NA
723,36.3,30.2,65.7,0.37,443,No,No,Yes,Yes,23
724,26.6,30.3,68.5,1.66,0,No,No,No,No,NA
725,30.7,31.4,39.1,2.21,102,No,No,Yes,Yes,2807
726,18.9,64.4,25.9,12.27,0,No,Yes,Yes,No,NA
727,16.8,94.4,9.0,29.54,0,No,No,No,No,NA
728,28.6,28.0,58.3,0.51,0,No,Yes,Yes,No,NA
729,37.9,24.9,49.0,0.41,0,No,No,No,No,NA
730,33.7,19.9,57.8,0.86,404,No,No,Yes,Yes,1639
731,15.3,79.4,10.9,10.12,0,No,No,No,No,NA
732,29.0,24.4,74.9,1.95,101,No,Yes,Yes,Yes,2365
733,36.3,12.0,84.5,0.5,47,No,No,Yes,Yes,6368
734,22.6,39.6,51.9,0.53,0,Yes,Yes,Yes,No,NA
735,39.2,32.6,45.3,0.63,1319,Yes,Yes,Yes,Yes,96
736,29.3,40.7,45.7,5.1,0,No,Yes,Yes,No,NA
737,27.4,44.8,48.3,4.67,0,No,No,No,No,NA
738,28.6,18.0,49.2,0.07,66,No,No,Yes,Yes,2445
739,29.9,46.2,31.0,1.34,0,Yes,Yes,Yes,No,NA
740,32.3,13.4,80.5,0.27,810,No,Yes,Yes,Yes,6837
741,27.5,30.0,24.7,0.66,71,No,No,Yes,Yes,153
742,21.5,36.6,44.1,5.45,0,No,No,No,No,NA
743,25.9,26.6,26.8,2.49,0,No,No,No,No,NA
744,19.6,37.3,57.1,1.13,0,No,No,No,No,NA
745,21.5,69.5,22.0,6.92,0,No,No,No,No,NA
746,25.2,24.2,39.4,0.8,0,No,No,No,No,NA
747,16.2,67.3,15.8,16.51,0,No,No,No,No,NA
748,18.6,57.4,14.2,5.6,0,No,No,No,No,NA
749,37.3,18.5,95.4,0.81,456,No,Yes,Yes,Yes,316
750,24.3,68.2,21.2,3.51,0,No,No,Yes,No,NA
751,31.9,12.6,104.2,0.84,201,Yes,Yes,Yes,Yes,321
752,29.6,34.4,60.6,0.71,0,No,No,No,No,NA
753,33.5,19.2,40.8,0.09,510,No,Yes,Yes,Yes,1111
754,27.7,26.8,61.7,3.24,14,No,Yes,Yes,Yes,1201
755,23.3,28.4,39.1,2.08,0,No,No,No,No,NA
756,26.7,26.1,57.5,2.47,0,No,No,No,No,NA
757,30.9,26.8,25.4,0.57,0,No,No,No,No,NA
758,16.2,75.2,18.0,27.74,0,No,No,No,No,NA
759,13.9,67.5,23.9,13.43,0,No,No,No,No,NA
760,22.4,66.1,17.1,2.35,0,No,No,No,No,NA
761,37.4,26.7,53.1,0.01,968,No,No,Yes,Yes,6128
762,22.0,60.9,22.0,14.29,0,No,No,No,No,NA
763,30.8,16.2,40.8,1.15,642,No,Yes,Yes,Yes,1533
764,36.4,15.4,51.5,0.38,1218,Yes,Yes,Yes,Yes,3527
765,29.6,20.9,68.5,1.92,0,No,No,No,No,NA
766,28.0,51.0,44.6,5.16,112,No,No,Yes,Yes,687
767,32.9,38.9,44.7,0.47,0,No,No,No,No,NA
768,28.8,42.1,20.6,6.71,0,No,Yes,Yes,No,NA
769,20.7,31.2,44.5,3.97,0,No,No,No,No,NA
770,14.7,63.8,30.7,14.34,0,No,No,No,No,NA
771,37.6,34.3,70.2,1.95,0,No,No,No,No,NA
772,33.2,20.8,25.3,1.26,0,No,No,No,No,NA
773,22.3,72.7,24.0,10.97,0,No,No,No,No,NA
774,23.3,37.8,44.7,3.79,0,No,No,No,No,NA
775,15.9,81.8,10.7,10.99,0,No,No,No,No,NA
776,26.0,38.3,26.1,2.26,248,No,Yes,Yes,Yes,470
777,29.4,43.9,42.0,5.88,0,No,Yes,Yes,No,NA
778,19.3,64.8,5.9,18.61,0,No,No,No,No,NA
779,21.7,70.5,36.6,18.42,0,No,No,No,No,NA
780,29.1,35.2,24.8,4.46,0,No,No,No,No,NA
781,35.7,32.8,65.0,1.24,175,No,Yes,Yes,Yes,4087
782,15.3,78.1,32.2,5.77,0,No,No,No,No,NA
783,30.1,26.2,37.0,1.27,315,No,No,Yes,Yes,958
784,32.9,27.2,22.4,1.12,0,No,Yes,Yes,No,NA
785,29.5,31.4,20.3,0.68,388,No,No,Yes,Yes,913
786,20.8,26.0,51.7,3.26,0,No,Yes,Yes,No,NA
787,28.3,31.6,61.1,0.72,99,No,No,Yes,Yes,1480
788,30.6,16.6,67.1,0.81,1645,No,No,Yes,Yes,4985
789,36.8,23.3,46.5,1.01,628,No,Yes,Yes,Yes,2120
790,41.7,24.0,52.2,0.48,142,Yes,Yes,Yes,Yes,1289
791,23.0,44.7,42.7,1.57,0,No,No,Yes,No,NA
792,32.8,26.4,79.3,0.12,1477,No,No,Yes,Yes,2650
793,27.2,39.4,44.2,2.29,0,No,No,No,No,NA
794,36.0,18.0,69.1,0.18,48,No,No,Yes,Yes,3566
795,36.8,27.9,74.6,1.41,207,No,No,Yes,Yes,4561
796,17.4,83.5,20.2,38.51,0,No,No,No,No,NA
797,21.0,63.0,38.1,6.95,176,No,No,Yes,Yes,277
798,18.1,70.0,11.3,21.96,0,No,No,No,No,NA
799,22.3,35.6,35.3,0.27,0,No,No,No,No,NA
800,31.9,15.1,55.4,0.31,51,No,Yes,Yes,Yes,645
801,21.4,52.9,24.0,7.56,0,No,Yes,Yes,No,NA
802,11.4,88.8,12.7,9.03,0,No,No,No,No,NA
803,22.7,25.6,45.3,2.74,94,No,Yes,Yes,Yes,321
804,22.9,21.7,50.4,0.81,0,No,No,No,No,NA
805,22.8,68.4,15.6,18.41,0,No,Yes,Yes,No,NA
806,38.5,13.3,53.6,0.92,484,No,Yes,Yes,Yes,7643
807,30.6,24.8,83.8,0.3,770,Yes,Yes,Yes,Yes,2399
808,28.8,53.9,37.2,7.85,0,No,No,No,No,NA
809,23.4,44.2,36.0,0.62,0,No,No,No,No,NA
810,39.9,8.1,30.6,0.09,120,No,No,Yes,Yes,1455
811,30.4,37.9,60.8,0.89,564,No,No,Yes,Yes,1478
812,33.6,14.3,41.6,0.0,283,No,No,Yes,Yes,3096
813,40.5,14.4,108.8,0.97,3591,No,Yes,Yes,Yes,2837
814,33.7,31.4,44.7,1.1,0,No,No,No,No,NA
815,24.8,21.3,30.1,0.26,115,Yes,Yes,Yes,Yes,1251
816,18.1,77.0,36.5,3.04,0,No,No,No,No,NA
817,43.1,13.5,80.7,0.2,154,No,Yes,Yes,Yes,2140
818,27.9,31.3,35.7,1.0,0,No,No,No,No,NA
819,17.7,80.6,6.5,13.75,0,No,No,No,No,NA
820,25.3,28.6,21.2,1.59,0,No,No,No,No,NA
821,6.4,76.0,11.8,6.91,0,No,No,No,No,NA
822,32.8,32.4,58.2,1.25,0,Yes,Yes,Yes,No,NA
