id,temperature_c,humidity_pct,wind_speed_kmh,rainfall_last_day_mm,people_displaced,fire_last_year,fire_last_5_years,fire_ever,fire_occurred,trees_burned
4386,14.1,88.6,21.6,39.52,0,No,No,No,No,NA
4387,34.7,32.0,21.3,0.86,317,Yes,Yes,Yes,Yes,733
4388,30.5,38.8,22.5,0.88,0,No,No,Yes,No,NA
4389,32.9,27.2,67.1,1.77,0,No,No,Yes,No,NA
4390,25.7,40.1,27.3,3.18,0,No,No,No,No,NA
4391,30.8,27.8,61.3,1.54,0,No,No,No,No,NA
4392,19.0,71.9,18.2,7.76,0,No,No,No,No,NA
4393,22.6,33.8,44.1,2.56,0,No,No,No,No,NA
4394,28.6,17.8,42.3,0.56,586,No,No,Yes,Yes,3300
4395,22.8,44.4,17.1,2.09,22,Yes,Yes,Yes,Yes,283
4396,39.9,13.4,39.7,0.1,396,No,Yes,Yes,Yes,3551
4397,42.8,14.0,56.6,0.06,588,No,No,Yes,Yes,470
4398,29.2,43.0,32.9,7.08,0,No,No,No,No,NA
4399,8.5,70.3,10.9,6.62,0,No,No,No,No,NA
4400,14.1,78.1,27.2,23.09,0,No,No,No,No,NA
4401,26.3,28.6,46.0,0.36,0,No,No,No,No,NA
4402,28.0,35.4,45.2,1.35,0,No,No,No,No,NA
4403,12.1,72.0,36.6,8.95,0,No,No,No,No,NA
4404,24.9,37.5,49.0,0.46,0,No,No,No,No,NA
4405,10.5,91.3,8.4,8.18,0,No,No,No,No,NA
4406,26.1,47.9,30.0,1.13,0,No,No,No,No,NA
4407,43.4,23.8,58.6,0.09,467,No,No,Yes,Yes,5265
4408,13.4,75.9,33.6,22.85,0,No,No,No,No,NA
4409,26.6,25.0,40.0,1.86,23,No,No,Yes,Yes,160
4410,20.2,49.9,42.9,4.03,0,No,Yes,Yes,No,NA
4411,35.1,21.9,30.2,0.07,16,No,Yes,Yes,Yes,1828
4412,38.4,20.9,54.2,0.3,64,No,Yes,Yes,Yes,2190
4413,34.4,12.6,55.7,0.14,157,No,No,Yes,Yes,3136
4414,39.2,15.3,44.2,0.13,1098,No,No,Yes,Yes,1840
4415,18.0,70.0,13.9,8.06,15,No,No,Yes,Yes,19
4416,29.7,46.9,32.1,1.33,0,No,No,No,No,NA
4417,9.9,85.5,6.0,14.0,0,No,No,No,No,NA
4418,32.3,36.9,50.4,1.28,2,Yes,Yes,Yes,Yes,2705
4419,26.2,25.2,39.6,1.15,156,Yes,Yes,Yes,Yes,22
4420,26.5,38.9,50.1,2.33,540,Yes,Yes,Yes,Yes,1061
4421,24.0,28.1,25.7,0.95,0,No,No,No,No,NA
4422,19.9,61.1,26.4,7.26,210,No,Yes,Yes,Yes,234
4423,27.3,29.8,37.3,1.0,123,Yes,Yes,Yes,Yes,1216
4424,38.8,24.2,88.2,0.61,814,No,Yes,Yes,Yes,2879
4425,31.1,41.5,23.9,0.19,18,No,No,Yes,Yes,295
4426,39.2,17.8,65.4,1.25,0,No,No,No,No,NA
4427,33.2,38.7,33.9,1.03,237,No,Yes,Yes,Yes,99
4428,39.4,13.9,101.9,0.84,828,No,No,Yes,Yes,3553
4429,17.1,63.3,26.0,2.93,0,No,No,No,No,NA
4430,28.8,19.3,50.1,0.93,126,No,No,Yes,Yes,698
4431,36.5,28.4,73.1,1.66,0,No,No,Yes,No,NA
4432,11.5,87.3,22.8,29.86,0,No,No,No,No,NA
4433,28.3,34.9,30.6,0.19,110,No,Yes,Yes,Yes,256
4434,35.2,25.1,41.0,1.5,0,No,Yes,Yes,No,NA
4435,23.5,60.7,15.5,3.47,0,No,No,No,No,NA
4436,32.1,37.5,32.6,0.84,254,No,No,Yes,Yes,294
4437,26.5,31.1,44.3,2.45,0,No,No,No,No,NA
4438,27.8,31.3,39.2,1.17,0,No,No,No,No,NA
4439,33.6,37.2,52.4,1.38,82,Yes,Yes,Yes,Yes,845
4440,24.0,46.0,48.6,4.03,54,No,Yes,Yes,Yes,1534
4441,27.6,40.5,59.0,2.18,0,No,Yes,Yes,No,NA
4442,22.5,48.1,22.5,4.57,0,No,No,No,No,NA
4443,10.4,74.8,14.7,7.13,0,No,No,No,No,NA
4444,6.1,91.2,17.4,7.59,0,No,No,No,No,NA
4445,5.1,71.4,10.0,30.14,0,No,No,No,No,NA
4446,17.3,92.5,17.7,39.43,0,No,No,No,No,NA
4447,12.6,94.6,24.9,35.67,0,No,No,No,No,NA
4448,34.7,11.3,33.3,0.41,354,No,Yes,Yes,Yes,3213
4449,42.0,10.0,48.4,0.44,1444,Yes,Yes,Yes,Yes,1095
4450,22.0,20.3,58.1,4.0,0,No,No,No,No,NA
4451,43.4,21.5,68.7,0.27,988,No,Yes,Yes,Yes,44
4452,32.7,31.4,51.5,0.25,1487,No,Yes,Yes,Yes,4458
4453,33.1,13.8,98.6,0.56,1220,No,Yes,Yes,Yes,3494
4454,14.1,83.8,13.5,10.15,0,No,No,No,No,NA
4455,17.0,84.4,36.7,6.23,0,No,No,No,No,NA
4456,31.6,31.0,59.0,0.71,0,No,No,Yes,No,NA
4457,27.8,22.0,32.9,2.37,0,No,Yes,Yes,No,NA
4458,19.1,73.5,6.1,12.81,0,No,No,No,No,NA
4459,22.3,76.5,15.0,19.19,4,Yes,Yes,Yes,Yes,32
4460,24.3,32.2,58.8,0.95,0,No,No,No,No,NA
4461,24.8,41.4,53.2,1.2,0,No,No,No,No,NA
4462,36.6,12.3,79.3,0.44,848,No,Yes,Yes,Yes,9300
4463,27.0,49.8,37.9,1.93,0,No,No,No,No,NA
4464,16.0,90.8,22.5,15.57,0,No,No,No,No,NA
4465,17.6,62.0,29.3,9.94,0,No,No,No,No,NA
4466,21.8,40.8,33.2,7.92,245,No,Yes,Yes,Yes,973
4467,36.5,25.3,83.6,0.61,758,Yes,Yes,Yes,Yes,5680
4468,32.5,20.0,55.2,0.11,743,No,No,Yes,Yes,1380
4469,22.9,28.1,26.6,0.44,20,No,No,Yes,Yes,1024
4470,23.4,51.2,31.3,6.56,0,No,Yes,Yes,No,NA
4471,31.3,26.9,79.1,0.96,83,No,No,Yes,Yes,726
4472,27.2,27.1,36.0,1.62,0,Yes,Yes,Yes,No,NA
4473,32.2,15.3,93.8,0.65,585,No,Yes,Yes,Yes,3158
4474,18.0,63.1,25.1,15.61,0,No,No,No,No,NA
4475,28.1,38.4,55.4,0.31,301,No,Yes,Yes,Yes,334
4476,31.3,28.3,46.0,0.07,558,Yes,Yes,Yes,Yes,1419
4477,27.5,46.5,15.5,5.87,0,Yes,Yes,Yes,No,NA
4478,28.8,38.0,35.1,2.89,108,No,Yes,Yes,Yes,1008
4479,32.2,24.8,56.6,0.5,394,No,No,Yes,Yes,414
4480,39.8,13.3,84.7,0.4,663,No,Yes,Yes,Yes,8281
4481,24.3,28.2,57.1,2.75,126,No,Yes,Yes,Yes,865
4482,31.8,40.7,25.1,1.99,63,No,Yes,Yes,Yes,304
4483,33.8,13.2,87.7,0.01,0,No,No,Yes,No,NA
4484,34.4,18.7,63.1,0.25,1764,No,Yes,Yes,Yes,3331
4485,20.4,48.3,34.7,5.99,124,No,Yes,Yes,Yes,266
4486,9.8,71.3,20.3,23.22,0,No,No,No,No,NA
4487,31.6,25.5,94.0,0.88,224,No,Yes,Yes,Yes,1278
4488,23.2,37.3,29.1,1.94,0,No,No,No,No,NA
4489,23.5,32.0,44.5,2.19,0,No,No,Yes,No,NA
4490,22.1,52.7,41.9,0.9,0,No,No,No,No,NA
4491,16.3,60.5,5.4,8.32,0,No,No,No,No,NA
4492,27.5,35.2,23.3,0.32,0,No,Yes,Yes,No,NA
4493,16.1,75.7,16.4,19.42,0,No,No,No,No,NA
4494,26.2,43.5,31.7,0.91,449,No,No,Yes,Yes,242
4495,16.7,76.2,19.4,17.29,0,No,No,No,No,NA
4496,16.7,83.9,29.5,12.58,0,No,No,No,No,NA
4497,31.0,22.7,28.2,0.05,0,No,No,No,No,NA
4498,23.1,23.8,46.4,1.12,0,No,No,No,No,NA
4499,19.2,22.0,56.0,1.12,53,No,No,Yes,Yes,1036
4500,15.7,71.1,15.1,7.55,0,No,No,No,No,NA
4501,26.5,29.1,36.0,2.97,0,No,No,Yes,No,NA
4502,28.6,28.9,59.7,1.57,1023,No,No,Yes,Yes,1686
4503,24.6,37.1,29.3,3.01,0,No,No,No,No,NA
4504,21.7,70.0,20.2,5.41,0,No,No,No,No,NA
4505,25.0,33.2,56.6,1.64,485,Yes,Yes,Yes,Yes,2260
4506,24.6,48.7,32.4,2.41,0,No,No,No,No,NA
4507,28.3,24.4,54.3,1.74,0,No,No,No,No,NA
4508,41.2,23.0,62.7,0.49,138,No,Yes,Yes,Yes,1657
4509,25.1,37.5,48.1,1.37,0,No,No,No,No,NA
4510,15.3,58.2,26.1,14.7,0,No,No,No,No,NA
4511,29.5,35.7,58.7,1.71,0,No,No,No,No,NA
4512,10.9,70.2,19.6,38.49,0,No,No,No,No,NA
4513,23.5,66.9,15.5,4.63,0,No,No,No,No,NA
4514,21.4,34.2,63.5,1.58,147,Yes,Yes,Yes,Yes,1629
4515,35.8,28.1,68.0,0.35,0,No,No,No,No,NA
4516,28.9,21.4,48.4,3.28,1053,No,Yes,Yes,Yes,1024
4517,42.2,21.5,98.5,0.57,975,No,No,Yes,Yes,2822
4518,8.6,78.9,19.7,13.34,0,No,No,No,No,NA
4519,20.3,62.6,25.0,13.65,0,No,No,No,No,NA
4520,25.6,47.1,41.3,7.92,0,Yes,Yes,Yes,No,NA
4521,41.9,11.1,102.3,0.1,2,No,No,Yes,Yes,5394
4522,13.2,82.6,33.0,21.05,0,No,No,No,No,NA
4523,31.7,33.0,29.3,1.32,44,Yes,Yes,Yes,Yes,859
4524,18.0,79.9,8.9,18.7,0,No,No,No,No,NA
4525,21.0,75.8,20.6,9.15,0,No,No,No,No,NA
4526,36.0,22.0,68.4,1.84,0,No,Yes,Yes,No,NA
4527,44.1,13.4,72.2,0.38,2757,No,Yes,Yes,Yes,9117
4528,24.6,38.5,57.9,2.58,517,No,No,Yes,Yes,492
4529,23.1,70.7,18.5,15.11,0,No,No,No,No,NA
4530,8.5,85.0,20.7,14.33,0,No,No,No,No,NA
4531,23.0,64.4,15.2,15.38,0,No,No,No,No,NA
4532,21.4,29.0,46.2,0.13,0,No,No,No,No,NA
4533,22.0,25.1,44.6,0.52,428,No,Yes,Yes,Yes,2013
4534,22.1,28.4,57.3,0.47,0,No,No,Yes,No,NA
4535,36.8,12.4,34.4,0.03,1090,Yes,Yes,Yes,Yes,512
4536,17.1,73.0,20.8,8.05,0,No,No,No,No,NA
4537,30.4,32.2,28.6,1.25,153,No,Yes,Yes,Yes,401
4538,22.7,52.8,43.4,7.2,214,No,No,Yes,Yes,179
4539,14.5,83.1,20.1,8.88,0,No,No,No,No,NA
4540,24.9,37.8,48.7,0.03,0,No,No,Yes,No,NA
4541,32.2,21.7,72.5,0.65,842,No,Yes,Yes,Yes,3054
4542,31.1,41.7,41.1,2.25,0,No,No,No,No,NA
4543,21.8,76.3,24.4,18.72,0,No,No,No,No,NA
4544,26.2,38.7,44.7,1.09,677,No,Yes,Yes,Yes,437
4545,16.4,80.1,15.1,32.72,0,No,No,No,No,NA
4546,22.7,35.6,28.3,7.05,0,No,No,No,No,NA
4547,28.5,25.0,35.8,1.85,0,No,Yes,Yes,No,NA
4548,33.8,17.5,104.2,0.5,785,No,No,Yes,Yes,4405
4549,18.2,36.7,50.0,2.26,0,Yes,Yes,Yes,No,NA
4550,40.9,19.9,63.7,0.03,1213,No,Yes,Yes,Yes,7120
4551,23.5,36.6,30.6,5.22,579,No,No,Yes,Yes,1752
4552,11.6,87.9,21.0,6.77,0,No,No,No,No,NA
4553,18.8,32.3,64.7,0.12,733,No,Yes,Yes,Yes,1818
4554,31.5,26.8,90.5,0.08,197,No,Yes,Yes,Yes,7177
4555,23.8,37.6,51.6,0.3,0,No,No,No,No,NA
4556,30.0,29.1,88.0,0.64,56,No,Yes,Yes,Yes,4478
4557,19.8,60.8,24.8,15.26,0,No,No,No,No,NA
4558,35.5,20.0,57.3,0.19,0,No,Yes,Yes,No,NA
4559,22.3,39.0,57.6,0.83,0,No,No,Yes,No,NA
4560,37.7,26.7,80.5,0.26,1271,No,No,Yes,Yes,406
4561,9.2,74.8,15.0,12.02,0,No,No,No,No,NA
4562,35.6,26.6,63.2,1.73,0,No,No,No,No,NA
4563,17.2,94.8,6.0,34.48,0,No,No,No,No,NA
4564,17.7,87.3,10.3,21.28,0,No,No,No,No,NA
4565,9.9,78.9,7.7,34.65,0,No,No,No,No,NA
4566,12.0,64.5,36.4,13.87,0,No,No,No,No,NA
4567,22.5,21.0,37.8,0.65,0,No,No,No,No,NA
4568,42.2,17.7,81.6,0.84,158,Yes,Yes,Yes,Yes,1581
4569,25.0,32.5,36.4,3.7,73,No,Yes,Yes,Yes,2038
4570,30.3,39.2,59.4,0.79,0,No,Yes,Yes,No,NA
4571,22.2,27.3,58.2,0.94,0,No,Yes,Yes,No,NA
4572,31.4,26.7,41.1,1.72,0,No,No,No,No,NA
4573,26.5,39.9,61.5,0.5,0,No,No,No,No,NA
4574,25.3,45.2,19.6,3.57,0,No,No,Yes,No,NA
4575,25.6,27.3,28.7,2.95,569,Yes,Yes,Yes,Yes,514
4576,8.1,94.2,15.8,28.78,0,No,No,Yes,No,NA
4577,38.8,9.3,33.3,0.0,1128,No,No,Yes,Yes,2652
4578,26.9,23.8,37.3,0.6,9,No,Yes,Yes,Yes,236
4579,21.9,72.3,32.8,3.1,0,No,No,No,No,NA
4580,17.7,72.5,10.1,20.08,0,No,No,No,No,NA
4581,29.2,35.9,41.1,7.38,0,No,No,No,No,NA
4582,10.6,83.0,18.0,34.87,0,No,No,No,No,NA
4583,19.7,29.1,43.3,0.43,0,No,No,Yes,No,NA
4584,19.3,20.1,33.9,2.83,0,No,No,No,No,NA
4585,34.0,22.4,79.4,0.21,2569,No,Yes,Yes,Yes,3349
4586,25.4,22.0,37.6,1.0,0,No,No,No,No,NA
4587,22.6,43.1,45.7,0.97,0,No,No,No,No,NA
4588,42.2,19.4,92.3,0.81,1968,No,Yes,Yes,Yes,8120
4589,26.6,54.9,24.2,5.14,0,No,Yes,Yes,No,NA
4590,35.4,21.3,64.1,0.07,29,No,Yes,Yes,Yes,4130
4591,21.6,68.7,23.8,15.74,0,No,No,No,No,NA
4592,18.0,58.5,11.2,9.69,0,No,No,No,No,NA
4593,29.5,36.6,35.1,1.07,133,No,No,Yes,Yes,1266
4594,34.0,26.1,51.0,1.38,374,Yes,Yes,Yes,Yes,134
4595,32.4,20.9,57.7,0.07,140,No,Yes,Yes,Yes,760
4596,28.5,28.3,35.0,1.45,0,No,No,No,No,NA
4597,25.6,49.8,17.4,5.37,0,No,No,No,No,NA
4598,31.8,17.8,56.7,1.92,137,No,Yes,Yes,Yes,864
4599,11.3,85.6,17.0,32.88,0,No,No,No,No,NA
4600,10.9,88.0,9.1,39.79,0,No,No,No,No,NA
4601,13.5,66.0,31.4,18.08,0,No,No,No,No,NA
4602,37.6,20.5,79.9,0.48,0,No,Yes,Yes,Yes,281
4603,37.9,32.3,56.1,0.05,0,No,No,No,No,NA
4604,24.1,27.4,41.6,0.71,216,No,No,Yes,Yes,552
4605,22.1,76.2,21.3,4.7,0,No,No,No,No,NA
4606,21.6,40.9,46.3,2.86,619,Yes,Yes,Yes,Yes,1123
4607,18.6,64.8,5.7,17.9,0,No,No,No,No,NA
4608,30.2,41.3,47.7,0.56,0,No,No,No,No,NA
4609,14.0,76.1,18.0,21.34,0,No,No,No,No,NA
4610,25.1,37.2,39.4,2.72,0,No,No,No,No,NA
4611,33.5,21.6,96.9,0.44,116,No,Yes,Yes,Yes,2043
4612,32.9,20.6,61.1,0.29,150,Yes,Yes,Yes,Yes,1136
4613,33.0,31.0,41.1,0.66,0,No,Yes,Yes,No,NA
4614,27.9,36.0,49.6,0.21,0,No,Yes,Yes,No,NA
4615,27.3,29.6,29.4,2.7,119,Yes,Yes,Yes,Yes,1559
4616,35.1,19.5,56.6,0.5,0,No,No,Yes,Yes,649
4617,42.5,28.3,98.6,0.33,98,No,Yes,Yes,Yes,12154
4618,15.7,85.9,8.8,24.64,0,No,No,No,No,NA
4619,38.3,15.6,59.4,1.69,2330,No,No,Yes,Yes,6751
4620,22.4,56.9,9.1,5.7,116,No,No,Yes,Yes,72
4621,31.6,29.1,42.6,0.4,0,No,No,Yes,No,NA
4622,31.4,40.9,52.3,2.24,0,No,No,Yes,No,NA
4623,34.9,22.0,88.3,0.14,150,No,No,Yes,Yes,563
4624,42.7,21.9,76.1,0.03,376,No,No,Yes,Yes,2166
4625,43.5,11.2,32.3,0.09,482,No,No,Yes,Yes,1150
4626,27.6,33.6,36.9,0.02,0,No,No,No,No,NA
4627,33.4,19.5,102.4,0.03,2473,No,No,Yes,Yes,3805
4628,19.9,31.9,31.1,3.58,0,No,No,No,No,NA
4629,23.0,21.5,59.5,1.0,0,No,No,No,No,NA
4630,20.8,66.2,28.0,9.1,0,No,No,No,No,NA
4631,41.8,29.4,89.3,0.24,64,Yes,Yes,Yes,Yes,5587
4632,20.8,49.2,50.0,6.95,0,No,No,No,No,NA
4633,32.7,31.6,76.1,1.22,448,No,No,Yes,Yes,2368
4634,21.1,83.2,13.4,7.78,0,No,No,No,No,NA
4635,29.2,38.8,34.3,1.82,0,No,No,No,No,NA
4636,21.5,51.8,37.8,5.05,14,No,No,Yes,Yes,23
4637,30.6,25.5,96.5,0.02,1724,No,Yes,Yes,Yes,972
4638,32.7,24.6,60.5,0.37,139,No,No,Yes,Yes,4334
4639,40.6,15.1,78.4,0.0,139,No,No,Yes,Yes,3092
4640,30.8,23.9,96.1,0.85,1896,Yes,Yes,Yes,Yes,1669
4641,19.8,33.9,43.1,3.61,116,No,No,Yes,Yes,1132
4642,18.3,63.6,39.1,21.54,0,No,No,No,No,NA
4643,30.6,42.1,55.6,2.58,0,No,Yes,Yes,No,NA
4644,35.0,28.9,82.9,0.32,676,Yes,Yes,Yes,Yes,2061
4645,20.0,72.4,10.0,4.78,0,No,No,No,No,NA
4646,26.7,48.8,26.7,6.74,0,No,No,No,No,NA
4647,42.1,20.3,87.2,0.42,247,Yes,Yes,Yes,Yes,10744
4648,28.4,29.5,42.7,0.5,522,No,Yes,Yes,Yes,664
4649,39.4,14.4,96.4,0.95,378,No,No,Yes,Yes,5848
4650,22.0,79.8,36.4,11.25,0,No,No,No,No,NA
4651,41.5,11.5,69.2,0.36,2567,Yes,Yes,Yes,Yes,2905
4652,28.4,52.7,16.5,6.6,0,No,No,No,No,NA
4653,36.7,29.9,91.6,0.25,36,No,No,Yes,Yes,5295
4654,23.4,50.4,21.1,4.0,79,Yes,Yes,Yes,Yes,874
4655,27.0,27.8,36.2,1.19,0,No,No,Yes,No,NA
4656,16.9,67.5,34.5,8.19,0,No,No,No,No,NA
4657,27.3,46.2,29.7,2.08,316,No,No,Yes,Yes,129
4658,41.9,20.1,50.4,0.94,597,No,Yes,Yes,Yes,3041
4659,12.8,90.6,5.2,6.06,0,No,No,No,No,NA
4660,33.9,8.8,41.3,0.42,0,Yes,Yes,Yes,No,NA
4661,39.1,18.7,48.0,0.56,215,No,No,Yes,Yes,3416
4662,28.9,37.8,35.6,0.52,108,No,Yes,Yes,Yes,2365
4663,18.7,65.5,15.7,18.67,0,No,No,No,No,NA
4664,37.4,30.0,59.4,0.72,1466,Yes,Yes,Yes,Yes,2042
4665,15.8,81.5,19.1,35.67,0,No,No,No,No,NA
4666,31.9,24.5,45.7,1.55,0,No,No,Yes,Yes,112
4667,37.9,23.7,63.2,0.07,616,Yes,Yes,Yes,Yes,3554
4668,33.7,21.5,72.9,0.48,43,Yes,Yes,Yes,Yes,2772
4669,18.9,31.1,57.7,1.21,520,Yes,Yes,Yes,Yes,627
4670,28.9,30.9,37.1,0.88,13,Yes,Yes,Yes,Yes,703
4671,20.2,62.1,10.2,9.94,0,No,No,No,No,NA
4672,8.1,91.6,19.9,34.51,0,No,No,No,No,NA
4673,28.4,26.1,55.4,2.61,121,Yes,Yes,Yes,Yes,1971
4674,23.2,31.7,33.4,1.55,0,No,No,No,No,NA
4675,22.3,37.7,55.5,1.68,174,No,No,Yes,Yes,423
4676,17.3,75.0,13.6,5.67,0,No,No,No,No,NA
4677,36.8,16.6,70.7,1.79,1061,No,Yes,Yes,Yes,2111
4678,30.4,29.0,57.1,1.6,3,No,No,Yes,Yes,1050
4679,36.7,12.7,44.5,0.45,281,No,No,Yes,Yes,1612
4680,33.3,38.8,34.9,0.67,0,No,No,Yes,No,NA
4681,33.1,20.1,45.3,0.46,0,No,Yes,Yes,No,NA
4682,29.0,34.2,64.4,0.51,11,No,Yes,Yes,Yes,602
4683,18.9,65.1,28.1,12.11,0,No,No,No,No,NA
4684,7.9,73.4,14.2,12.72,0,No,No,No,No,NA
4685,33.1,21.8,78.1,0.83,78,No,No,Yes,Yes,3023
4686,22.3,35.9,36.0,1.97,0,No,No,No,No,NA
4687,16.1,65.3,9.3,9.75,18,No,Yes,Yes,Yes,10
4688,16.7,67.5,36.0,19.69,0,No,No,No,No,NA
4689,10.7,80.7,16.7,15.48,0,No,No,No,No,NA
4690,38.2,27.7,107.4,0.99,212,No,No,Yes,Yes,2848
4691,9.0,86.4,15.3,27.35,0,No,No,No,No,NA
4692,19.9,56.6,13.9,5.84,0,No,No,No,No,NA
4693,38.3,18.8,67.5,1.81,185,No,Yes,Yes,Yes,5182
4694,25.1,30.3,42.1,1.56,0,Yes,Yes,Yes,No,NA
4695,18.8,24.7,37.5,0.47,0,No,No,Yes,No,NA
4696,20.4,68.3,39.0,6.79,0,No,No,No,No,NA
4697,29.6,20.6,53.1,1.75,62,No,Yes,Yes,Yes,2040
4698,17.0,74.8,16.5,38.9,0,No,No,No,No,NA
4699,5.5,73.0,16.8,31.82,0,No,No,No,No,NA
4700,29.9,39.7,26.9,3.89,0,No,No,Yes,No,NA
4701,36.5,24.9,86.8,0.35,1596,No,Yes,Yes,Yes,1221
4702,34.4,34.0,71.5,1.37,89,No,No,Yes,Yes,3743
4703,34.1,36.1,28.7,0.41,0,No,No,No,No,NA
4704,27.4,42.5,34.6,0.93,0,No,No,No,No,NA
4705,21.5,78.8,6.3,15.07,0,No,Yes,Yes,No,NA
4706,21.1,35.9,42.9,1.44,352,No,No,Yes,Yes,713
4707,43.2,14.7,38.1,0.14,131,No,Yes,Yes,Yes,1066
4708,33.7,25.0,59.5,0.19,1154,No,No,Yes,Yes,456
4709,33.3,16.8,35.8,0.3,291,No,No,Yes,Yes,978
4710,22.8,69.2,16.3,4.48,1,No,Yes,Yes,Yes,144
4711,40.8,11.5,55.6,0.41,365,No,No,Yes,Yes,1780
4712,31.5,19.3,49.0,0.37,204,No,Yes,Yes,Yes,2688
4713,11.7,82.5,17.7,21.3,0,No,No,No,No,NA
4714,15.0,76.6,27.1,16.91,0,No,No,No,No,NA
4715,31.0,30.7,66.2,0.87,0,No,No,No,No,NA
4716,30.4,12.9,97.6,0.91,74,No,No,Yes,Yes,656
4717,14.6,82.9,10.7,32.85,7,No,No,Yes,Yes,44
4718,44.8,23.7,79.5,0.02,61,Yes,Yes,Yes,Yes,2519
4719,27.9,35.9,51.5,0.33,0,No,No,No,No,NA
4720,15.1,88.8,20.5,17.45,0,No,No,No,No,NA
4721,18.4,20.3,42.3,3.93,0,No,No,No,No,NA
4722,34.7,35.3,29.7,0.6,804,Yes,Yes,Yes,Yes,1674
4723,41.9,21.4,70.8,0.08,34,No,No,Yes,Yes,1022
4724,27.4,30.5,27.6,0.71,0,No,No,No,No,NA
4725,35.8,24.9,64.4,0.81,8,No,Yes,Yes,Yes,731
4726,28.5,32.7,62.4,1.85,0,No,Yes,Yes,Yes,2839
4727,28.4,41.6,40.3,0.96,0,No,No,Yes,No,NA
4728,24.5,26.2,57.6,1.56,0,No,No,No,No,NA
4729,38.3,33.2,65.0,0.7,0,No,No,Yes,No,NA
4730,29.2,23.1,69.0,0.32,1463,Yes,Yes,Yes,Yes,3075
4731,18.9,32.6,35.3,3.66,151,No,Yes,Yes,Yes,465
4732,26.9,23.0,36.4,2.29,0,No,No,No,No,NA
4733,13.0,61.9,35.9,14.33,0,No,No,No,No,NA
4734,32.9,35.0,55.3,0.06,0,No,No,No,No,NA
4735,36.9,26.3,40.1,1.05,493,No,No,Yes,Yes,2138
4736,18.1,69.8,7.6,19.1,0,No,No,No,No,NA
4737,37.0,24.8,84.3,0.34,293,No,Yes,Yes,Yes,8896
4738,26.4,43.2,41.6,1.79,274,Yes,Yes,Yes,Yes,10
4739,31.4,34.5,50.6,0.16,298,No,No,Yes,Yes,2555
4740,26.1,24.9,30.2,3.5,0,No,No,No,No,NA
4741,23.0,41.7,49.7,4.8,0,No,Yes,Yes,No,NA
4742,5.9,79.5,10.3,23.68,0,No,No,No,No,NA
4743,24.4,41.7,57.3,1.11,0,No,No,No,No,NA
4744,31.5,31.2,29.5,0.65,460,No,Yes,Yes,Yes,1462
4745,34.1,11.5,66.2,0.86,1207,No,Yes,Yes,Yes,1882
4746,24.6,42.6,47.6,0.45,29,Yes,Yes,Yes,Yes,1497
4747,33.5,22.2,66.6,0.35,613,Yes,Yes,Yes,Yes,2191
4748,35.9,16.3,61.8,0.08,2372,No,Yes,Yes,Yes,1430
4749,24.3,69.8,17.7,12.42,0,No,No,No,No,NA
4750,33.5,34.7,71.1,1.12,13,No,No,Yes,Yes,3273
4751,26.3,36.6,36.6,3.15,0,No,No,No,No,NA
4752,31.4,36.8,51.0,1.48,0,No,No,No,No,NA
4753,15.8,59.0,7.7,19.05,0,No,No,No,No,NA
4754,15.8,75.1,25.9,16.76,0,No,No,No,No,NA
4755,14.4,70.7,16.3,21.97,0,No,No,No,No,NA
4756,32.6,23.3,58.0,0.41,1,No,Yes,Yes,Yes,2174
4757,20.2,65.1,13.0,2.17,47,No,No,Yes,Yes,174
4758,33.5,12.5,86.9,0.49,1801,Yes,Yes,Yes,Yes,2878
4759,42.0,22.6,51.3,0.3,462,No,No,Yes,Yes,7281
4760,24.9,79.2,24.2,7.49,0,No,No,No,No,NA
4761,28.3,27.9,42.2,0.67,0,No,No,Yes,No,NA
4762,21.0,31.5,38.7,3.44,0,No,No,No,No,NA
4763,23.7,28.9,31.4,1.62,0,Yes,Yes,Yes,No,NA
4764,15.6,63.5,8.6,4.94,0,No,No,Yes,No,NA
4765,20.7,82.5,37.0,22.15,0,No,No,No,No,NA
4766,13.8,64.0,12.6,22.99,0,No,No,No,No,NA
4767,24.9,52.8,25.2,4.1,0,No,No,No,No,NA
4768,39.2,24.9,100.9,0.33,480,No,No,Yes,Yes,11600
4769,39.4,31.5,71.2,1.16,897,No,No,Yes,Yes,7683
4770,32.3,27.1,25.6,2.72,54,No,Yes,Yes,Yes,32
4771,29.9,27.2,27.6,1.07,123,No,Yes,Yes,Yes,494
4772,25.8,40.4,27.7,2.16,33,No,Yes,Yes,Yes,1368
4773,27.3,31.3,46.8,0.11,0,No,No,No,No,NA
4774,19.9,71.7,26.5,14.68,0,No,No,No,No,NA
4775,36.3,21.5,50.0,0.12,40,No,No,Yes,Yes,5040
4776,26.2,42.5,22.7,6.41,0,No,No,No,No,NA
4777,21.8,81.9,31.6,24.38,0,No,No,No,No,NA
4778,15.7,64.1,25.5,14.05,0,No,No,No,No,NA
4779,28.4,45.7,29.4,2.75,0,No,No,Yes,No,NA
4780,16.4,90.2,9.1,20.13,0,No,No,No,No,NA
4781,35.2,16.4,70.0,0.63,2083,Yes,Yes,Yes,Yes,7415
4782,44.5,15.4,89.0,0.48,3795,No,Yes,Yes,Yes,9628
4783,41.8,17.9,59.8,0.28,1201,No,No,Yes,Yes,4696
4784,24.2,75.3,14.3,8.84,0,No,No,No,No,NA
